ATTACK_ID,DATE,LOCATION ,DESCRIPTION,DATA_SOURCES,TOTAL_DEATHS,TOTAL_CASUALITIES,CHILD_DEATHS,CHILD_CASUALTIES,TYPE,AFFILIATION,AFFLIATION_CLAIMED?,PART_OF,OFFICIAL_OR_INSPIRED,MUSLIM_MAJORITY_NATION,FORCED_TO_FLEE,ECONOMIC_COST,ORGANIZED_OR_REACTIVE,WEAPON_USED,MODUS_OPERANDI,SURVEILLED,PRIOR SUSPICION,ACTED_ALONE_OR_IN_GROUP
Required. Use date without dashes + first 3 letters of location + a counter number (for multiple attacks),Required. Write in yyyy-mm-dd,Required,Description of the event,Links to Sources,"Include perpetrators
Assume to add # of perpetrators if not confirmed. ",total deaths+ injuried,If specified,If specified,Type of Attack,Who is the attack affiliated with? ,Did they take responsibility? (TRUE/FALSE),What conflict or agenda?,Was attacker an official member or sympathizer?,(TRUE/FALSE),If Specified,If Specified,Planned or spur,Name or category of Weapon,Method/Approach,Are the attackers known members of groups?  (TRUE/FALSE),"Was there any suspicion of attacker before incident of Attack?
(TRUE/FALSE)",Lone Attacker or multiple?
20160726FRA1,2016-07-26,France,"A priest's throat was slit and four nuns were taken hostage in a church in Rouen, France. The IS-linked Amaq news agency said ""two soldiers of the Islamic State"" had carried out the attack. The two terrorists were shot dead by the French authorities. One of the men was known to the French intelligence services (as reported by French TV channel M6) and was on the French government's terror watch-list, known as the S list.[248]","https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks
https://en.wikipedia.org/wiki/2016_Normandy_church_attack
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_July_2016




",3,6,0,0,"Melee Attack, hostage-taking",IS,TRUE,IS,INSPIRED,FALSE,0,0,ORGANIZED,Knife,Ambush,TRUE,,Group
20160724GER,2016-07-24,Germany,"A suicide bombing outside a wine bar in Ansbach, Germany, in which a bomber tried to bomb a large music festival going on at the time. After detonation, he injured 15, 4 seriously. Many videos were discovered of him pledging allegience to ISIL and Abu Bakr al-Baghdadi. The bomber was the only fatality.[247]",http://www.cnn.com/2016/07/24/world/ansbach-germany-blast/index.html,1,16,0,0,Suicide Bomb,IS,TRUE,IS,INSPIRED,FALSE,0,0,ORGANIZED,Bomb,Suicide Bomb,FALSE,,Alone
20160718GER,2016-07-18,Germany,"A 17-year-old Afghan refugee injured five people seriously, two critically, with a knife and hatchet on a train near Würzburg. The attacker was shot dead when he attacked the arriving police officers.[246]",https://en.wikipedia.org/wiki/2016_W%C3%BCrzburg_train_attack,1,6,0,0,Melee Attack,IS,FALSE,IS,INSPIRED,FALSE,0,0,ORGANIZED,"Knife, Axe",Train Ambush,FALSE,,Alone
20160707IRA,2016-07-7,Iraq,"A coordinated attack involving suicide car bombers, suicide bombers on foot, and gunmen against the mausoleum of Muhammad ibn Ali al-Hadi, a Shi'ite holy site in Baghdad, killed at least 56 people and injured 75. ISIL claimed responsibility.[245]",https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_July_2016 http://www.rferl.org/content/twenty-dead-attack-shiite-mausoleum-north-baghdad-iraq/27845527.html,59+,134+,1+,1+,"Suicide Bombing, Shooting",IS,TRUE,Iraqi Civil War,OFFICIAL,TRUE,0,0,ORGANIZED,"Bomb, Firearms","Car Bomb, Suicide Bomb, Shooting",FALSE,,Group
20160704INO,2016-07-4,Indonesia,"A suicide bomber has attacked a police station in Central Java, killing himself and injuring a police officer.[244]",http://time.com/4392782/indonesia-suicide-bomber-solo-surakarta-terrorism/ ,1,2,0,0,Suicide Bomb,IS,FALSE,IS,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Bomb,FALSE,,Alone
2016003IRA,2016-07-3,Iraq,Baghdad bombings Two coordinated bomb attacks killed over 300 people and injured over 221 others.[243],http://www.cnn.com/2016/07/02/middleeast/baghdad-car-bombs/,343+,589+,25+,25+,Suicide Bomb,IS,TRUE,Iraqi Civil War,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,"Car Bomb, Suicide Bomb,",FALSE,,Group
20160701BAN,2016-07-1,Bangladesh,"Gunmen killed 20 hostages. 13 hostages were rescued, two police officers, and six terrorists were killed. One terrorist is in custody. ISIL has claimed responsibility, but according to Bangladeshi officials, the attack was carried out by homegrown militant group Jamaat-ul-Mujahideen Bangladesh.[242]",https://en.wikipedia.org/wiki/July_2016_Dhaka_attack,29,79,0,0,"Shooting, Hostage-taking",IS,TRUE,Bangladeshi Internal Conflict,OFFICIAL,TRUE,0,0,ORGANIZED,"Firearms, Bomb, Swords","Shooting, Hostage-taking",FALSE,,Group
20160622PAK,2016-06-22,Pakistan,"Assassination of Amjad Sabri, claimed by a splinter group of the Pakistani Taliban who accused Sabri of blasphemy.[241]",http://tribune.com.pk/story/1128177/two-injured-amjad-sabris-car-comes-attack-karachi/,1,3,0,0,Shooting,Taliban,TRUE,War in North-West Pakistan,OFFICIAL,TRUE,0,0,ORGANIZED,Firearms,Drive-by shooting,FALSE,,Group
20160621JOR,2016-06-21,Jordan,"ISIS Soldier infiltrates refugee camp at a Jordanian army post near Rukban, killing 6 and wounding 14.[239] ISIL later claimed responsibility.[240]",http://jordantimes.com/news/local/6-troops-killed-14-injured-car-bomb-attack-syria-border?platform=hootsuite,7,21,0,0,Suicide Bomb,IS,TRUE,Syrian Civil War,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Car Bomb,FALSE,,Group
20160614FRA,2016-06-14,France,"Two French citizens, a police officer and his wife were stabbed to death in Magnanville, France by a man swearing his allegiance to ISIL.[238]",https://en.wikipedia.org/wiki/2016_Magnanville_stabbing,3,3,0,0,Melee Attack,IS,TRUE,IS,OFFICIAL,FALSE,0,0,ORGANIZED,Knife,Ambush,FALSE,TRUE,Alone
20160612USA,2016-06-12,United States,"49 people were killed and 53 injured in a mass shooting at a nightclub in Orlando, Florida. The shooter, Omar Mateen, pledged allegiance to ISIL by specifically calling police and journalists several times during the incident.[236][237]",https://en.wikipedia.org/wiki/2016_Orlando_nightclub_shooting,50,103,0,0,Shooting,IS,TRUE,IS,INSPIRED,FALSE,0,0,ORGANIZED,Firearms,Shooting,FALSE,TRUE,Alone
20160511IRA,2016-05-11,Iraq,At least 40 people were killed and 60 injured in a car bomb attack on a market in Baghdad. ISIL claims responsibility.[235],https://www.washingtonpost.com/world/bombing-in-baghdad-market-kills-dozens-in-deadliest-attack-in-months/2016/05/11/1d1ec87f-08b8-4a9f-9b9d-2b70f8dcc229_story.html,50,93,0,0,Suicide Bomb ,IS,TRUE ,IS,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Car Bomb,FALSE,TRUE,Group
20160425BAN,2016-04-25,Bangladesh,"Two gays rights activists were hacked to death in the capital of Bangladesh, Dhaka. An Al-Qaeda affiliated group claimed responsibility for the attacks and stated they killed the two as they were ""pioneers of practicing [sic] and promoting homosexuality in Bangladesh"".[233][234]",http://www.cnn.com/2016/04/25/asia/bangladesh-u-s-embassy-worker-killed/index.html,2,2,0,0,Melee Attack,Al-Qaeda,TRUE,Bangladeshi Internal Conflict,OFFICIAL,TRUE,0,0,ORGANIZED,Sword,SURPRISE ATTACK,FALSE,,GROUP
20160423BAN,2016-04-23,Bangladesh,"Attackers hacked a university professor to death in the city of Rajshahi, Bangladesh. ISIL claimed responsibility for the attack stating that they assassinated him ""for calling to atheism in the city of Rajshahi in Bangladesh"".[231][232]",http://www.aljazeera.com/news/2016/04/professor-hacked-death-bangladesh-160423075449570.html       http://www.cnn.com/2016/04/23/asia/bangladesh--professor-hacked/index.html,1,1,0,0,Melee Attack,IS,?,Bangladeshi Internal Conflict,?,TRUE,0,0,ORGANIZED,Sword,STABBING,FALSE,,GROUP
20160419AFG,2016-04-19,Afghanistan,"The April 2016 Kabul attack targeted a security team responsible for protecting government VIPs in Kabul, Afghanistan. The attack killed 64 people and wounded 347. It was the Taliban's biggest attack on an urban area since 2001.[230]",http://www.usnews.com/news/articles/2016-04-19/dozens-killed-hundreds-wounded-in-massive-taliban-attack-in-kabul,28,350+,0,0,Suicide Bomb,TALIBAN,TRUE,Iraqi Civil War ,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Car Bomb,FALSE,,GROUP
20160327PAK,2016-03-27,Pakistan,"The 2016 Lahore suicide bombing targeted Christians who had gathered on Easter in Gulshan-e-Iqbal Park. The blast, by Jamaat-ul-Ahrar, a Pakistani Taliban faction, killed at least 70 people and injured 300 others.[228][229]",http://www.foxnews.com/world/2016/03/28/pakistan-prime-minister-vows-crackdown-on-terror-following-easter-bombing-that-killed-70.html,70,370,0,0,Suicide Bomb,IS,TRUE,IS,official,TRUE,0,0,organized,Bomb,suicice bombing,TRUE,TRUE,Alone
20160325YEM,2016-03-25,Yemen,"Three ISIL suicide bombers strike security checkpoints in the Yemeni city of Aden, killing 26 people.[224][225]",http://www.aljazeera.com/news/2016/03/isil-claims-triple-suicide-attacks-yemen-aden-160325203607127.html,26,29,0,0,Suicide Bomb,IS,TRUE,IS,official,TRUE,0,0,organized,Bomb,suicide car bomb ,FALSE,,group 
20160325IRA,2016-03-25,Iraq,"30 people killed and 95 injured after a suicide bomber blew himself up at a football stadium in Iskandariya, south of Baghdad. ISIL claimed responsibility for the attack.[226][227]",http://www.aljazeera.com/news/2016/03/suicide-attack-kills-dozens-football-stadium-iraq-160325181900028.html      http://www.abc.net.au/news/2016-03-26/football-pitch-suicide-attack-kills-30-south-of-baghdad/7277422,31,125,0,0,Suicide Bomb,IS,TRUE,IS,official ,True ,0,0,organized,Bomb,suicide bomb ,FALSE,,alone
20160322BEL,2016-03-22,Belgium,2016 Brussels bombings includes two suicide bombings in Brussels Airport and one bombing in Brussels Metro that resulted in 35 deaths and more than 300 wounded.[223],http://www.cnn.com/2016/03/28/europe/brussels-investigation/index.html                        http://www.cnn.com/2016/03/23/europe/brussels-belgium-attacks-what-we-know/,35,335,0,0,Suicide Bomb,IS,TRUE,IS,OFFICIAL,FALSE,0,0,organized,Bomb,"suicide bomb, bomb",TRUE ,FALSE ,group
20160320IRA,2016-03-20,Iraq,"In Anbar, Iraq, ISIL suicide bombers kill at least 24 at municipal building[222]",http://www.ibtimes.co.uk/isis-offensive-kills-least-24-iraqi-troops-suicide-bombing-more-us-marines-dispatched-1550641,24,24,0,0,Suicide Bomb,IS,TRUE,IS,OFFICIAL ,TRUE,0,0,ORGANIZED,Bomb,SUICIDE BOMB,TRUE,,group
20160313IVO,2016-03-13,Ivory Coast,"In the 2016 Grand-Bassam shootings Al Qaeda gunmen stormed 3 hotels in the beach resort city of Grand-Bassam in the Ivory Coast, leaving 18 people dead.[221]",http://www.cnn.com/2016/03/14/africa/ivory-coast-attack/index.html,22,45,0,0,Shooting,Al-Qaeda,TRUE,WEST AFRICAN CONFLICT,OFFICIAL,FALSE,0,0,ORGANIZED ,Firearms,"SHOOTING, ATTACK",FALSE,,GROUP
20160130NIG,2016-01-30,Nigeria,"Boko Haram gunmen raided a Nigerian village, at least 65 people were killed and 136 others injured.[220]",http://edition.cnn.com/2016/01/31/africa/boko-haram-raid-dalori-village/index.html,65,200+,0,0,"SHOOTING, RAID",IS,TRUE,IS,OFFICIAL,TRUE,0,0,ORGANIZED,Firearms,"SHOOTING, RAID",FALSE,,GROUP
20160125CAM,2016-01-25,Cameroon,"Suspected Boko Haram insurgents have blown themselves up in a market in Cameroon, killing at least 25 people and injuring 62 others.[219]",http://edition.cnn.com/2016/01/25/world/cameroon-boko-haram-attack,28,87,0,0,SUICIDE BOMBING ,IS,TRUE ,IS,OFFICIAL,FALSE,0,0,ORGANIZED,Bomb,SUICIDE BOMB,FALSE,,GROUP
20160122SOM,2016-01-22,Somalia,Al-Shabab attack on beachside restaurant leaves 20 dead.[218],http://www.bbc.com/news/world-africa-35377484,20,Unknown,0,0,BOMBING AND SHOOTING ,Al-Qaeda,TRUE,,OFFICIAL,TRUE ,0,0,ORGANIZED,"Firearms, Bomb","SHOOTING, ATTACK",,,GROUP
20160121PAK,2016-01-21,Pakistan,"At least 22 killed in attack on Bacha Khan University, Pakistan. The Taliban claim responsibility for the attack.[217]","http://edition.cnn.com/2016/01/20/asia/pakistan-university-militant-attack/
http://www.bbc.com/news/world-asia-35359072",22,39,0,0,"SHOOTING, RAID",,,,,TRUE,0,0,,"GRENADES, FIREARMS","SHOOTING, RAID",,,GROUP
20160115SOM,2016-01-15,Somalia,"In the El Adde attack, Al-Shabaab terrorists attack a African Union Kenyan army base in El-Adde. 63+ killed, several injured.[215]","http://www.aljazeera.com/news/2016/01/al-shabab-attacks-african-union-base-somalia-160115070814884.html
http://www.voanews.com/a/al-shabab-attacks-african-union-base-in-somalia/3147027.html",40,40,,,"Car Bomb, Shooting Assault",,,,,,,,,"Bombs, Firearms","Car Bomb, Assault",,,GROUP
20160115BUR,2016-01-15,Burkina Faso,"In the 2016 Ouagadougou attack Islamist gunmen armed with heavy weapons attacked the Cappuccino restaurant and the Splendid Hotel in the heart ofOuagadougou, the capital of Burkina Faso. 20+ killed. 15+ injured.[216]",http://www.france24.com/en/20160115-shots-explosions-heard-hotel-burkina-faso-capital-ouagadougou,27,42,0,0,Shooting,AlQaeda,TRUE,,OFFICIAL ,TRUE,0,0,ORGANIZED,"FIREARMS, EXPLOSIVES","ATTACK, SHOOTING, HOSTAGES",,,GROUP
20160114INO,2016-01-14,Indonesia,In the 2016 Jakarta attacks 4 assailants kill 2 and injure 24 in a terrorist attack in Jakarta. The attack was orchestrated and financed from ISIL in Syria.[214],http://edition.cnn.com/2016/01/15/asia/jakarta-gunfire-explosions/index.html,7,31,0,0,"Suicide Bombing, Shooting",IS,TRUE,IS,OFFICIAL ,TRUE,0,0,,"Firearms, Bombs, Grenades","Shooting, Bombing",TRUE,TRUE,GROUP
20160112TUR,2016-01-12,Turkey,In the 2016 Istanbul bombing an ISIL suicide bomber kills 10 tourists and injures 15 more in the historical centre of Istanbul.[213],"https://en.wikipedia.org/wiki/January_2016_Istanbul_bombing#cite_note-thelocal-1 
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016 
https://www.osac.gov/pages/ContentReportDetails.aspx?cid=19093 
http://www.pri.org/stories/2016-03-22/paris-there-have-been-hundreds-terrorist-attacks-many-have-gone-unnoticed",14,28,0,0,Suicide bomb,IS,FALSE,IS,OFFICIAL ,TRUE,0,0,ORGANIZED,Bomb,SUICIDE BOMB,TRUE,,ALONE
20160111AFG,2016-01-11,Afghanistan,"Anti-government militants fired a rocket at a primary school in Bak District, Khost Province, killing three students and wound eight others. No group claimed responsibility.[28]","https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
http://www.khaama.com/sartaj-aziz-proposes-to-incentivise-taliban-to-help-revive-direct-peace-talks-1971
http://www.rferl.org/content/afghanistan-school-attack-students-killed/27481144.html
http://www.reuters.com/article/us-afghanistan-attack-idUSKCN0UP13H20160111",3,11,3,11,Rocket attack/mortar bomb,Unknown,,,,TRUE,0,0,,Rocket,Rocket attack/mortar bomb,,,GROUP
20160111FRA,2016-01-11,France,A 15-year old Turkish ISIL supporter attacked a teacher from a Jewish school in Marseille with a machete. 1 injured.[211],"https://www.theguardian.com/world/2016/jan/11/teenager-machete-attacks-jewish-teacher-marseille

https://www.theguardian.com/world/2016/jan/11/teenager-machete-attacks-jewish-teacher-marseille

https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016#cite_note-25",0,1,0,0,Melee Attack,IS,FALSE,IS,Sympathizer,FALSE,0,0,,Machete,SLASHING,FALSE,FALSE,ALONE
20160111IRA1,2016-01-11,Iraq,"ISIL gunmen detonate suicide vests in a shopping mall, killing at least 20 and wounding more than 40 people.[212]","http://www.france24.com/en/20160111-iraq-baghdad-mall-attack-islamic-state-group  https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016#cite_note-25  http://finance.yahoo.com/news/baghdad-mall-attack-over-least-12-dead-officials-172718859.htmlhttp://www.aljazeera.com/news/2016/01/baghdad-jawhara-mall-attack-160111154400651.html
http://www.cnn.com/2016/01/11/middleeast/iraq-bombings-isis/
http://www.understandingwar.org/sites/default/files/Iraq%20SITREP%202016-01-11_1.pdf
http://pafi.org/diyala-war-crimes-and-increased-sectarian-violence/",35+,90+,1,1,Suicide bomb (vest)/Shooting/Car bomb,IS,TRUE,Iraqi Civil War,OFFICIAL ,TRUE,0,0,Organized,Explosives/Firearms/Suicide vest/Possible RPG,Coordinated SUICIDE BOMBING(vest)/CAR BOMB/SHOOTING,?,?,GROUP
20160111IRA2,2016-01-11,Iraq,"A double blast at a cafe north of the Iraqi capital claimed another 20 lives in the late afternoon in the town of Muqdadiyah northeast of Baghdad. A suicide bomber detonated an explosives-rigged vehicle after people gathered at the scene. IS claimed the attack and named the suicide bomber as Abu Abdallah, an Iraqi. The security officers said that Shiites set alight several Sunni homes and a mosque following the attack.[27]","https://en.wikipedia.org/wiki/January_2016_Iraq_attacks  https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016#cite_note-25
http://www.reuters.com/article/us-mideast-crisis-iraq-violence-idUSKCN0UP1R420160111
https://www.washingtonpost.com/world/sectarian-violence-hits-key-iraqi-province-after-islamic-state-attack/2016/01/18/b2e674e6-bd7a-11e5-98c8-7fab78677d51_story.html
http://finance.yahoo.com/news/baghdad-mall-attack-over-least-12-dead-officials-172718859.html
http://www.middleeasteye.net/news/gunmen-take-over-baghdad-shopping-centre-deadly-attack-447596227
http://pafi.org/diyala-war-crimes-and-increased-sectarian-violence/",20-40+,71-91+,Unkown,Unkown,"Bombing, Suicide Bomb",IS,TRUE,Iraqi Civil War,OFFICIAL ,TRUE,0,0,Organized,Bomb,"Car explosives, Suicide bomb",,,ALONE
20160111IRA3,2016-01-11,Iraq,"Two huge bomb blasts, one at a teashop and the other at a mosque, killed at least 100 people in the township of Sharaban in Iraq's northern Diyala province.","https://en.wikipedia.org/wiki/January_2016_Iraq_attacks
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016#cite_note-25 
http://rudaw.net/NewsDetails.aspx?pageid=185903
http://www.usatoday.com/story/news/world/2016/06/29/major-terrorist-attacks-year/86492692/
http://distantheartbeats.tumblr.com/post/147454253916 (not sure credibility)",100+,100+,Unknown,Unkown,Bombing,IS,TRUE,Iraqi Civil War,OFFICIAL ,TRUE,0,0,Organized,Bomb,Bombing,,,GROUP
Not sure whether to add this incident,,Iraq,"Sectarian attacks have continued by forces associated with the Iran-backed militias of the Badr Brigades and Asa’ib Ahl al-Haq (League of the Righteous) – attached to the Popular Mobilization Forces – burned an office compound and houses, killing at least 26 people.
7 Sunni mosques were burned (some reports indicate more mosques were targeted)
Local citizens have reported abductions, torture, and summary executions of Sunnis in the area since January 11.
An additional two people, a reporter and cameraman for al-Sharqiya TV, a channel critical of the militias, were killed in the provincial capital of Ba’quba after reporting on the attacks.",http://pafi.org/diyala-war-crimes-and-increased-sectarian-violence/,,,,,"Arson, Executions",,,,,,,,,,,,,GROUP
20160108EGY,2016-01-8,Egypt,In the 2016 Hurghada attack two militants armed with a melee weapon and a signal flare stormed the Bella Vista Hotel. 3 injured.[210],"http://www.ibtimes.com/isis-egypt-hotel-attack-deadly-hurghada-resort-siege-foreign-tourists-claimed-islamic-2257432
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/2016_Hurghada_attack
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
https://www.rt.com/news/328306-gunmen-fire-hotel-hurghada/",2,5,0,0,Melee Attack,IS,TRUE,Insurgency in Egypt,OFFICIAL,TRUE,0,0,Organized?,"KNIFE (thing used in attack, others assumed to be foiled)/POSSIBLE FIREARMS/SIGNAL FLAIR/POSSILBE SUICIDE DEVICE",Melee Attack,Unkown,Uknown,GROUP
20160107LIB1,2016-01-7,Libya,"In the Zliten truck bombing Islamist militants detonated a truck bomb at the police training camp al-Jahfal in the coastal town of Zliten, Libya. 50+ dead 100+ wounded.[207]","http://www.bbc.com/news/world-africa-35249860
https://en.wikipedia.org/wiki/Zliten_truck_bombing
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
http://uk.reuters.com/article/us-libya-security-idUKKBN0UL0XE20160107",50+,168+,1,1,Suicide Truck Bombing,IS,TRUE,Second Libyan Civil War,OFFICIAL,TRUE,0,0,Organized?,Bomb/Truck bomb,Suicide Truck Bomb,Unkown,Uknown,ALONE
20160107FRA,2016-01-7,France,In the January 2016 Paris police station attack an Islamist from Morocco wearing a fake explosive belt attacked police officers with a meat cleaver. He was shot dead.[208],"http://www.bbc.com/news/world-europe-35250344
https://www.theguardian.com/world/2016/jan/07/paris-police-shoot-dead-man-near-police-station
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
https://en.wikipedia.org/wiki/January_2016_Paris_police_station_attack
http://www.aljazeera.com/news/2016/01/man-knife-shot-dead-paris-police-station-160107123307177.html
http://www.reuters.com/article/us-france-shooting-idUSKBN0UL1A620160107
http://www.nytimes.com/2016/01/08/world/europe/paris-attacker-knife-police-station.html",1,1,0,0,Melee Attack,IS,FALSE (Unkown),,INSPIRED,FALSE,0,0,,"Meat Cleaver, Fake explosive belt","Melee Attack, Fake explosive belt",Unkown,Uknown,ALONE
20160107LIB2,2016-01-7,Libya,A car bombing at a checkpoint in the Libyan oil port of Ras Lanuf left seven people dead and 11 wounded.[209],"http://www.reuters.com/article/us-libya-security-ports-idUSKBN0UL2F620160107
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
http://www.aljazeera.com/news/2016/01/isil-attack-libyan-oil-terminal-reported-160104125643862.html
http://sputniknews.com/middleeast/20160107/1032817208/car-bomb-libya-daesh.html
https://www.yahoo.com/news/car-bomb-libyan-oil-port-kills-7-wounds-195603461.html?ref=gs
http://english.sina.com/news/2016/0107/879731.html
http://www.refworld.org/docid/56c428c115.html",8,12,1,1,Suicide Car Bomb,IS,TRUE (pretty sure),Second Libyan Civil War,Uknown,TRUE,0,0,ORGANIZED,Car Bomb,Suicide Car Bomb,Unkown,Uknown,ALONE
20160104AFG,2016-01-4,Afghanistan,"A Militant drove a truck packed with explosives to the armored gates of a compound for civilian contractors near Kabul's airport before detonating. 30 people injured, including children.[206]","https://www.yahoo.com/news/explosion-reported-near-kabul-airport-police-official-064051105.html?ref=gs
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
http://www.reuters.com/article/us-afghanistan-blast-idUSKBN0UI0FT20160104
https://www.rt.com/news/327863-kabul-blast-airport-injured/
http://www.nytimes.com/2016/01/05/world/asia/bombings-near-kabul-airport-add-to-string-of-attacks-around-afghan-capital.html
http://news.xinhuanet.com/english/2016-01/05/c_134978992.htm
",3+,31+,0,9,Suicide Truck Bombing,Taliban,TRUE,War in Afghanistan,OFFICIAL,TRUE,0,0,ORGANIZED,Truck Bomb,Suicide Truck Bomb,Unkown,Uknown,ALONE
20160103IRA,2016-01-3,Iraq,Five Islamist suicide bombers attack an Iraqi military base. 15 dead and 22 injured.[205],"http://www.reuters.com/article/us-mideast-crisis-iraq-violence-idUSKBN0UH07F20160103
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
http://www.bbc.com/news/world-middle-east-35217319",20,42,0,0,Suicide Bombing,IS,TRUE,Iraqi Civil War,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide bombs/suicide vehicle explosives,,,GROUP
20160102IND,2016-01-2,India,In the 2016 Pathankot attack suspected Jaish-e-Mohammed militants attacked an Indian air base killing 7 security force members. Several injured.[204],"https://www.rt.com/news/327690-india-airbase-gunbattle-terrorists/
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
https://en.wikipedia.org/wiki/2016_Pathankot_attack
http://www.dnaindia.com/india/live-pathankot-terror-attack-one-injured-while-defusing-bomb-at-army-base-during-combing-2161739
http://indianexpress.com/article/india/india-news-india/pathankot-attack-terrorists-hid-overnight-in-airbase-shed/
http://thediplomat.com/2016/01/the-pathankot-airbase-attack-and-the-future-of-india-pakistan-relations/",14,34,0,0,Shooting,Jaish-e-Mohammed,FALSE (United Jihad Council claimed it),Insurgency in Jammu and Kashmir,,FALSE,0,0,ORGANIZED,Firearms,Shooting,,,GROUP
20160101AFG,2016-01-1,Afghanistan,A Taliban suicide bomber detonated himself in a French restaurant called 'Le Jardin' in Kabul. 2 dead 15 injured.[203],"https://www.yahoo.com/news/loud-explosion-rocks-downtown-kabul-131219510.html?ref=gs
http://web.archive.org/web/20160101161803/http://news.yahoo.com/loud-explosion-rocks-downtown-kabul-131219510.html
https://en.wikipedia.org/wiki/List_of_terrorist_incidents_in_January_2016
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2016
http://www.dailymail.co.uk/wires/afp/article-3381180/Loud-explosion-rocks-downtown-Kabul.html
http://www.bbc.com/news/world-asia-35210281",3,18,1,1,Suicide Car Bombing,Taliban,TRUE,War in Afghanistan,OFFICIAL,TRUE,0,0,ORGANIZED,Car Bomb,Suicide Car Bombing,,,ALONE
20151229PAK,2015-12-29,Pakistan,"A suicide bomber detonated his explosives in the front entrance of a regional branch of the National Database and Registration Authority in the northwestern city of Mardan, Pakistan. The blast killed 26 people and more than 50 were wounded.[201]","https://www.yahoo.com/news/least-12-dead-nw-pakistan-suicide-blast-officials-101345180.html?ref=gs
https://en.wikipedia.org/wiki/List_of_terrorist_incidents,_July–December_2015
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2015",27,50+,Unkown,Unkown,Suicide Bombing,Tehrik-i-Taliban Pakistan,TRUE,War in North-West Pakistan,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Motorbike Bombing,,,ALONE
20151229RUS,2015-12-29,Russia,"Gunmen opened fire on a group of local residents who were visiting a viewing platform at the fortress in Derbent, Dagestan, southern Russia, killing one and injuring 11. ISIL claims responsibility.[202]","http://www.bbc.com/news/world-europe-35205165
https://en.wikipedia.org/wiki/List_of_terrorist_incidents,_July–December_2015
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2015
https://www.rt.com/news/327583-responsibility-dagestan-fortress-attack/
http://uk.reuters.com/article/uk-russia-dagestan-attack-idUKKBN0UD0HC20151230",1,12,Unkown,Unkown,Shooting,IS,TRUE,Insurgency in the North Caucasus,,FALSE (Muslim majority region however),0,0,ORGANIZED,Firearms,Shooting,,,GROUP
20151228AFG,2015-12-28,Afghanistan,A Taliban suicide bomber killed at least one person and wounded 33 in an attack on a road near a school close to Kabul International Airport.[199],"http://www.reuters.com/article/us-afghanistan-blast-idUSKBN0UB07M20151228
https://en.wikipedia.org/wiki/List_of_terrorist_incidents,_July–December_2015
https://en.wikipedia.org/wiki/List_of_Islamist_terrorist_attacks#2015",2,35,Unkown,18,Suicide Bombing,Taliban,TRUE,War in Afghanistan,OFFICIAL,TRUE,0,0,ORGANIZED,Bomb,Suicide Car Bombing,,,ALONE
